,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
690,TAX ACCOUNTANT,DTC WOLRD,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Finance,21 days ago,21 days ago,"English Language, Detail-oriented And Meticulous, Hardworking, having participated in tax final",https://glints.com/vn/opportunities/jobs/tax-accountant/ff5c16a4-9451-4fcb-bd26-6929a158ea6f
691,Project Officer,AVE GROUP,"Đồng Nai, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"English, Management, Data Analysis",https://glints.com/vn/opportunities/jobs/project-officer/678c4624-60f4-4f91-91ea-08bcc0a06baf
692,Remote (Full-time) Senior Backend Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,2 months ago,"nodejs, Typescript, Amazon Web Services (AWS), CICD",https://glints.com/vn/opportunities/jobs/remote-full-time-senior-backend-engineer/40d5956d-dd3e-445e-8496-fcf18590af6c
693,MARKETING INTERN,Công Ty Thủ Công Mỹ Nghệ Việt Trang,"Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,2 months ago,26 days ago,"Social Media Marketing, Digital Marketing, Social Media Analytics, Social Media Management, Marketing Campaign, Content Marketing",https://glints.com/vn/opportunities/jobs/marketing-intern/78c56229-e6a0-4f69-a5a1-f8131cc11e62
694,BRAND MANAGER,Công Ty Cổ Phần 247express,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,12 days ago,"Corporate Branding, Strategic Communications, Project Management, Good Communication Skills, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/brand-manager/46a57796-b18f-497b-bb83-c79d24b0ea6b
695,BUSINESS DEVELOPMENT EXECUTIVE ,"Heramo Co., Ltd","Quận Gò Vấp, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Marketing, Project Planning, Market Research, Sales",https://glints.com/vn/opportunities/jobs/business-development-executive/bf643a52-9616-42af-a785-13a65aa28b5e
696,MARKETING EXECUTIVE FULL-TIME,Younet Media,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,22 days ago,"Marketing Communications, Marketing, Marketing Management, Social Media Marketing, Digital Marketing, Sales and Marketing, Marketing Strategy, Marketing Campaign, Content Marketing, Sales Marketing",https://glints.com/vn/opportunities/jobs/marketing-executive-full-time/be032934-ec15-4e35-8bc3-82209744d018
697,Recruitment Consultant,Glints Vietnam,"Quận 3, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,10 days ago,9 days ago,"Resilience, Sales Mindset, Interviewing Skills, Open Minded, Executive Search Consultant, Hiring, Sourcing, Sales, Human Resources, Recruitment",https://glints.com/vn/opportunities/jobs/recruitment-consultant/8de413a5-df3c-400f-9be8-4921a3970d49
698,PROCUREMENT SPECIALIST - CATEGORY FACILITIES SERVICE,INSEE,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,3 months ago,1 month ago,"Operations Management, Logical Thinking, Flexibility/adaptability",https://glints.com/vn/opportunities/jobs/procurement-specialist-category-facilities-service/b0ae6ed7-893e-4986-9d16-aa3f805f962c
699,Engineering Team Leader (Vinh Phuc),Quesscorp,"Hà Nội, Vietnam",,Hơn 10 năm kinh nghiệm,Việc làm fulltime,Engineering,3 months ago,25 days ago,"Engineering, 7 Quality Tools, Smart Doorlock, Team Leader, Industrial Engineering",https://glints.com/vn/opportunities/jobs/engineering-team-leader-vinh-phuc/f7f2948e-c9b3-4739-91c1-43452ce9d36c
700,Thực tập sinh/CTV AI-Machine Learning (remote/office),Tập Đoàn C.t Group,"Quận 3, Ho Chi Minh City, Vietnam",,,Việc làm part time,Software Engineering,6 months ago,4 days ago,"AI & Machine Learning, Chatbot, Data Mining",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-ctv-ai-machine-learning-remote-office/ec1e94a9-120b-42e8-bd43-62a316e1c58d
701,Middle/ Senior Java Dev,BnK Solution,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,15 days ago,"Java Spring, JavaScript, Spring Framework, Java Script, JavaScript (ES6), Java, Java Spring Framework, Spring Boot, Java Springboot, Spring MVC, Java Spring Framework Developer, Android Java, Java Programming, Restful Api",https://glints.com/vn/opportunities/jobs/middle-senior-java-dev/8b8829c2-d5d5-434c-a6ec-43489efe7243
702,Education Consultant (Chuyên viên tư vấn Giáo dục),Công Ty Tnhh Geniebook Vietnam,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,1 month ago,"Telesales, Telemarketing, Education Consultant, Consulting",https://glints.com/vn/opportunities/jobs/education-consultant-chuyen-vien-tu-van-giao-duc/ec5e6b08-f925-4808-923a-4f70e6592ae2
703,Reliability Engineer,HCL Vietnam Company Limited,"Hải Phòng, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Engineering,1 month ago,1 month ago,"Mechanical Engineering, Electrical Engineering, Quality Assurance, Quality Control",https://glints.com/vn/opportunities/jobs/reliability-engineer/646d329f-54b3-48b1-a0d3-273c34e1f4b6
704,COMMUNITY MANAGEMENT SPECIALIST,Ghn Express,"Quận 10, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,28 days ago,17 days ago,"Social Media Marketing, Content Writing, Community Management, Marketing Planning, Digital Marketing Plan",https://glints.com/vn/opportunities/jobs/community-management-specialist/2705bad4-c376-42c8-9405-fafd503927ba
705,JAVA DEVELOPER (TPHCM - TT THANH TOÁN TRỰC TUYẾN FOXPAY),FPT Telecom,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 days ago,3 days ago,"OOP, Micro Services, Java Core",https://glints.com/vn/opportunities/jobs/java-developer-tphcm-tt-thanh-toan-truc-tuyen-foxpay/3b2d03d7-936f-416b-8297-a784f1e0fd33
706,Human Resources - Administration Internship (6 months),AdStart Media Pte. Ltd,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Human Resource,1 month ago,1 month ago,"English, Microsoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/human-resources-administration-internship-6-months/a469cc10-41e7-4e38-a44e-59d755183a85
707,BRAND STRATEGY ,District Eight,"Quận Bình Tân, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,yesterday,"SAP ERP, Digital Marketing, Brand Marketing, Visual Design, Good English Skill, 2D, Good Communication Skills, Sales Marketing",https://glints.com/vn/opportunities/jobs/brand-strategy/d2c1e1a5-2d18-437c-a298-a93d078b1a3e
708,Sales Supervisor,GOODFOOD,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Strong People Skills, Strong Leadership Skills, Strong Organizational Skills, Strong people management skills, Having Strong Sales Drive",https://glints.com/vn/opportunities/jobs/sales-supervisor/e9218dfd-ee89-4f55-9cdf-e4eaafcbfb9f
709,Content Marketing Manager,Marathon Education,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,2 days ago,"Management Software, web traffic metrics, SEO, Copywriting, Content Marketing",https://glints.com/vn/opportunities/jobs/content-marketing-manager/0ca2a786-f1d8-4d30-a226-45424f60dddc
710,Influencer Marketing Intern,Store,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Marketing,2 months ago,2 days ago,"Market Research, Negotiation Skill, Social Networking, Fluent In English Both Oral And Written, Good Communication Skills",https://glints.com/vn/opportunities/jobs/influencer-marketing-intern/3f9a71f8-0730-497f-93e6-654bb99718d6
711,Fullstack Developer,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,10 hours ago,10 hours ago,"Good Coordination Skills, Strong Organizational Skills, Problem-solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/cd45dfe3-ee44-47ef-8a6b-c53fb0a95556
712,Fullstack Developer,Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,10 hours ago,10 hours ago,"Good Coordination Skills, Strong Organizational Skills, Problem-solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/b3d49a6a-cf70-40f0-872e-20bdd9ea1432
713,NHÂN VIÊN KINH DOANH,TCG Việt Nam,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,28 days ago,28 days ago,"Đam Mê Kinh Doanh, Chăm Chỉ, Chịu Được Áp Lực",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/79df9fcc-1262-456c-8b27-d09382e7acf9
714,Fullstack Developer,Opencommerce Group,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,1 month ago,"Programming Languages, Software Engineering, Good Problem Solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/58167974-8b76-4112-9d87-06a529fc4a77
715,Python Full Stack Developer,Totallyawesome Vietnam Co. Ltd,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"ReactJS, Django, Python",https://glints.com/vn/opportunities/jobs/python-full-stack-developer/0aa1612f-39e7-4afb-b326-b3fb13f0d776
716,Thực Tập Sinh Kinh Doanh,Store,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Business Development / Sales,yesterday,yesterday,"English, Communication, Microsoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kinh-doanh/51198bf4-066c-4fc2-912c-cb7c30a2a584
717,IT Admin Assistant,Annam Group,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Engineering,3 months ago,3 months ago,"	Mid-range, can communication an, 	At least 3 years experience at , 	Degree in information technolog, 	Strong knowledge of Server, Fir, 	Experience in Backup system , V",https://glints.com/vn/opportunities/jobs/it-admin-assistant/08e72304-5992-4681-ab59-5ad6c38b0a63
718,Thực Tập Sinh Fresher Game Dev - Mobile Game,Enigma Software,"Hà Nội, Vietnam",,,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Problem Solving, Algorithms, Troubleshooting",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-fresher-game-dev-mobile-game/2c3ce790-a4f8-4ed8-bdc2-2517f50698a3
719,TƯ VẤN TUYỂN SINH -PV ONLINE ,CÔNG TY CP QUỐC TẾ HASECA MEKONG ,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,1 month ago,"Kỹ Năng Bán Hàng, Giao Tiếp Tốt, Tư Vấn Giáo Dục, Kỹ Năng Xử Lý Tình Huống, Kỹ năng làm việc nhóm, Sales",https://glints.com/vn/opportunities/jobs/tu-van-tuyen-sinh-pv-online/06f443f3-37e9-4eaa-8b20-044b9c811032
720,Back-end Developer (Nodejs),Boost Commerce,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,yesterday,"Express.js, Redis, Docker, nodejs, Elasticsearch, Typescript, Microservices",https://glints.com/vn/opportunities/jobs/back-end-developer-nodejs/f962a9e9-4bd1-4a00-af4d-b5ac3d0114e3
721,Back-end Developer (Nodejs),Boost Commerce,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Redis, Docker, nodejs, Elasticsearch, Typescript, Microservices",https://glints.com/vn/opportunities/jobs/back-end-developer-nodejs/7b4d891a-a85f-42ce-b3b3-11e1306be0bb
722,INSPECTOR,Sharework,"Hải Phòng, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Engineering,4 months ago,2 days ago,"English, QC Inspector, Ms Office",https://glints.com/vn/opportunities/jobs/inspector/d219a6fa-2948-43c5-86dd-9bee2d1dfeb7
723,NHÂN VIÊN TƯ VẤN BẤT ĐỘNG SẢN,Công ty cổ phần công nghệ và đầu tư HAY,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,16 days ago,16 days ago,"Patience and Friendly, Good Communication Skills, Good Talking",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-bat-dong-san/db49f5c1-f821-4770-9b35-16ef03079159
724,Fullstack .NET Developer,Sharework,"Long Thành, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,2 months ago,"English, GIT/SVN, Angular, React Js, C#",https://glints.com/vn/opportunities/jobs/fullstack-net-developer/20068e86-934a-4554-89ef-3963afd2315c
725,CHUYÊN VIÊN TƯ VẤN BÁN HÀNG,Hvnet Group,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,1 hour ago,"Tư Duy Thiết Kế, Video Editor, Thiết Kế Đồ Hoạ",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-ban-hang/7d80f976-e4f1-40f0-b079-9b723ce5572b
726,TUYỂN NHÂN VIÊN KINH DOANH SÀN THƯƠNG MẠI ĐIỆN TỬ LUU.VN,Công Ty Tnhh Một Thành Viên Nhơn Mỹ,"Quận 11, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"ky nang lam viec nhom, Am hieu san TMT, Thanh thao tin hoc van phong.",https://glints.com/vn/opportunities/jobs/tuyen-nhan-vien-kinh-doanh-san-thuong-mai-dien-tu-luuvn/5d5423a5-0494-452c-8104-1a67cff62fa2
727,Maintenance Technician II,Công Ty TNHH Sản Xuất First Solar Việt Nam,"Đồng Nai, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,2 months ago,"Mechanical Skills, English Communication, Troubleshooting Skills",https://glints.com/vn/opportunities/jobs/maintenance-technician-ii/f45c549c-5ab1-4af4-906b-78da99e29eda
728, Maintenance Technician II,Công Ty TNHH Sản Xuất First Solar Việt Nam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,2 months ago,"Mechanical Skills, English Communication, Mechanical Engineering",https://glints.com/vn/opportunities/jobs/maintenance-technician-ii/5775c320-4911-4ebd-87a1-ea0fab315ab7
729,Telesale Part-time,Tân Đại Thành Group,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm part time,Business Development / Sales,2 months ago,2 days ago,"Telesales, Sales, Good Communication Skills",https://glints.com/vn/opportunities/jobs/telesale-part-time/b3996469-03ed-4849-b86d-bf9d31fa2645
730,Social Media Specialist,HAKUHODO,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Media & Communications,9 days ago,9 days ago,"English, Social Management Tools, Critical Thinking, Advanced Microsoft Ofﬁce, SNS management",https://glints.com/vn/opportunities/jobs/social-media-specialist/45f7d33b-d650-4fae-8cc4-df763c6ae4fc
731,Chuyên Viên Bán Khóa Học Online,Công ty cổ phần Giáo Dục và Công Nghệ Hùng Vương,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,23 days ago,"Telesales, Yêu Thích Kinh Doanh, Tư Vấn Bán Hàng",https://glints.com/vn/opportunities/jobs/chuyen-vien-ban-khoa-hoc-online/12b7bbe0-e448-48ce-8d3b-14f63559760b
732,[HN] Security Engineer Intern- Infrastructure,TIKI,"Hà Nội, Vietnam",,,Thực Tập,Software Engineering,20 days ago,10 days ago,"Critical Thinking Skills, Security, Coding Skills",https://glints.com/vn/opportunities/jobs/hn-security-engineer-intern-infrastructure/bd6dc31c-3667-4519-93e5-f811dd217f9e
733,Creative Planner,GUDJOB,"Quận 10, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,2 days ago,"brand strategy planning, Strategic Planner, Creative Concept, Strategic Planing, Creative Thinking, Content Planner, Brand Strategy, Content Planning, Strategic planner, Social Media Strategy, Marketing Strategy, Marketing Planning, Strategic Planning, Creative Strategy, Creative Direction, Content Strategy, Strategic Content Planner",https://glints.com/vn/opportunities/jobs/creative-planner/1c526402-47c7-4822-9643-e3968ade3e9e
734,THỰC TẬP SINH IOS DEVELOPER,MINERVA TECHNOLOGY SOLUTIONS,"Quận 5, Ho Chi Minh City, Vietnam",,,Thực Tập,Software Engineering,3 months ago,1 month ago,"Android Developer, Swift, iOS Developer",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-ios-developer/0941855c-8f77-4cc9-a940-7a613816fd60
735,Thực Tập Sinh Tư Vấn Marketing Online,Công Ty Cổ Phần Quảng Cáo Kết Nối Trực Tuyến Conex,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,4 months ago,2 months ago,"Giao Tiếp Tốt, Nhanh Nhẹn, Sales",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-tu-van-marketing-online/678b4ccf-6ba4-44a5-9609-4e6e59fdd408
736,Nhân Viên Tư Vấn Mỹ Phẩm - Thu nhập từ 8 triệu,Công Ty Cổ Phần Quốc Tế IOMA ,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Kỹ năng giao tiếp, Làm việc độc lập và nhóm, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-my-pham-thu-nhap-tu-8-trieu/aad80221-5092-4abf-927d-fa459b0c8eed
737,NHÂN VIÊN TELESALE,Công ty TNHH Aroma,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,8 days ago,8 days ago,"Khả Năng Thuyết Phục, Giọng Nói Dễ Nghe, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/nhan-vien-telesale/5899e1db-74a8-4a89-8e30-9f429afab768
738,Admin Executive,Creatory,"Quận 4, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,2 months ago,2 months ago,"Human Resources (HR), Office Management, Ms Office, Office Administration, Administration",https://glints.com/vn/opportunities/jobs/admin-executive/6ee5286d-645b-4433-8dc6-ac2b371253cc
739,[HN] F.Learning Studio tuyển dụng Accountant Executive,F.Creative Studio,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,3 months ago,2 months ago,"English Language, Mircosoft Office, Finance Accounting, Mircosoft Excel, Multitasking, Office Administration",https://glints.com/vn/opportunities/jobs/hn-flearning-studio-tuyen-dung-accountant-executive/f0cf5051-adde-4b93-82ec-23980cbeb348
740,Database Engineer," Công Ty TNHH Công Nghệ Gia Đình (Ftech Co., Ltd)","Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Data Science, NoSQL (MongoDB), Microsoft SQL Server",https://glints.com/vn/opportunities/jobs/database-engineer/63a77eff-ba0a-410c-adef-40c1a64cee40
741,Digital Marketing (Google Ads),Base.vn,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,19 days ago,19 days ago,"Content Writing, Google Ads, Google Analytics",https://glints.com/vn/opportunities/jobs/digital-marketing-google-ads/682da80c-570c-4a0f-be77-b3c059facf63
742,Digital Marketing (Facebook ads),Base.vn,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,19 days ago,19 days ago,"Content Writing, Graphic Design, Facebook Ads",https://glints.com/vn/opportunities/jobs/digital-marketing-facebook-ads/f04085cd-cd03-46e2-8481-33402329afbb
743,UNIGROUP tuyển dụng Đại diện kinh doanh/telesales,UNIGroup,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,11 days ago,"Telesales, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/unigroup-tuyen-dung-dai-dien-kinh-doanh-telesales/b67b6731-3fa3-471f-aa11-3281224367bb
744,UNIGROUP tuyển dụng Đại diện kinh doanh/telesales,UNIGroup,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,11 days ago,"Telesales, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/unigroup-tuyen-dung-dai-dien-kinh-doanh-telesales/40050246-c7a8-4590-bb2a-0602a4c07c21
745,[Ha Noi] - Strategic Planning Intern ,Store,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Problem Solving, Research, Multi-tasking, Fluent In English Both Oral And Written, Strategic Planning",https://glints.com/vn/opportunities/jobs/ha-noi-strategic-planning-intern/8607eb92-f938-429e-8492-04d133710a69
746,Senior iOS Developer,Joblogic,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Engineering,8 days ago,8 days ago,"​MVC/MVP/MVVM, Ios Swift, Clean Architecture",https://glints.com/vn/opportunities/jobs/senior-ios-developer/705af72f-69fb-46d3-84aa-90bc39ca00ca
747,Accountant,Sharework,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,4 months ago,2 days ago,"Accounting, Tax Accounting, Accounting Software",https://glints.com/vn/opportunities/jobs/accountant/dd08fd55-60fc-41f1-a550-e345a9355a56
748,Warehouse Supervisor,Annam Group,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Operations,2 months ago,4 days ago,"	Good team player, 	Good planning  organization ski, 	Trust, honesty  pro-activeness, 	Have ability to work with numbe, 	Good supervisory skills, 	Effective communication at all , Fast-Moving Consumer Goods (FMCG)",https://glints.com/vn/opportunities/jobs/warehouse-supervisor/b26d6390-2559-49f3-bef4-27e207228939
749,Performance Marketing Executive (Junior),Spiderbox Design,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Performance Marketing, English Speaking, Facebook Ads",https://glints.com/vn/opportunities/jobs/performance-marketing-executive-junior/277e67e5-0fd4-48dd-9931-5376c474ba46
750,Chief Accountant,Coconut Silo Vina,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Finance,1 month ago,1 month ago,"Corporate Finance, Finance Accounting, Accounting, Finance, Admin Finance",https://glints.com/vn/opportunities/jobs/chief-accountant/169a4279-46cf-452b-ad46-b4f2c1dfcc1d
751,Senior Marketing Executive,"Playground., Ltd","Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,20 days ago,20 days ago,"Marketing Communications, Social Media Marketing, Digital Marketing, Marketing Strategy, Content Marketing",https://glints.com/vn/opportunities/jobs/senior-marketing-executive/75341c3b-d186-4a73-aca7-ce8d28efa647
752,Chuyên Viên Sale Admin - CSKH,Ceo Holding,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Trung Thực, chịu được áp lực cao, Sáng Tạo",https://glints.com/vn/opportunities/jobs/chuyen-vien-sale-admin-cskh/097647ce-59bb-48d9-ae6a-c26f3abda5f1
753,Trợ Lý Quản Lý Marketing,Grab Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,8 months ago,8 days ago,"Marketing, Problem Solving, Brand Marketing, Microsoft Office",https://glints.com/vn/opportunities/jobs/tro-ly-quan-ly-marketing/ab0f90d7-e929-4bd8-b74d-a7b80b02c048
754,Chuyên viên Tư vấn Cho thuê Căn hộ Cao cấp,Công Ty Tnhh Đầu Tư Dịch Vụ Bất Động Sản 168 Property,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,4 days ago,"Call Center, Marketing Communications, Cold Calling, Sales and Marketing, Sales Management, Communication, Sales, Sales Presentations, Good Communication Skills, Sales Marketing",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-cho-thue-can-ho-cao-cap/eefdf391-757d-4417-b8c9-9ec02995e48c
755,THỰC TẬP SINH KINH DOANH,AM Media,"Hà Nội, Vietnam",,,Thực Tập,Business Development / Sales,9 days ago,8 days ago,"Đam Mê Kinh Doanh, Telesales, Chủ Động Và Ham Học Hỏi, Nhanh Nhẹn, Kiên Trì",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kinh-doanh/d9cd5c08-1202-4de1-9675-7425377d1a2e
756,Nhân Viên Chăm Sóc Khách Hàng,Công ty Cổ phần Công nghệ ISOFH,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Operations,2 months ago,2 months ago,"Hướng Dẫn Khách Hàng, Chăm Sóc Khách Hàng, Triển Khai Công Việc",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/ab353bb9-5ca3-47fb-9ef0-591a65155c3a
757,Thực Tập Sinh Procurement,CJ Foods Vietnam,"Ho Chi Minh City, Vietnam",,,Thực Tập,Administrative,5 months ago,2 days ago,"Sắp xếp và lập kế hoạch, Giao Tiếp Tốt, thuyết phục và đàm phán",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-procurement/b15b6067-a59e-4d02-82ba-52c52040d8b7
758,Nhân Viên Kế Toán Nội Bộ,Công ty Cổ phần Sói Biển Trung Thực,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Finance,2 months ago,2 months ago,"Chăm Chỉ, Cẩn Thận, Tin học văn phòng, Tinh Thần Trách Nhiệm, Tư Duy Logic",https://glints.com/vn/opportunities/jobs/nhan-vien-ke-toan-noi-bo/b8ac71df-ba73-4a7e-8e68-c07982f5aa71
759,Agency Partnership Manager,Tiktok,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Tiktok Marketing, Social Media Marketing, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/agency-partnership-manager/80b9ca16-ed6b-4f40-87d7-ced59eca53ac
760,Chuyên Viên Tư Vấn Khóa Học Online,GoEdu Academy,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Giao Tiếp Tốt, Chủ Động Và Ham Học Hỏi, Giọng Nói Dễ Nghe",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-khoa-hoc-online/1c3ca736-5225-4aba-9632-b05a85870a6b
761,Telesales - Tư vấn khóa học qua điện thoại,Anh Ngữ AROMA,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,20 days ago,20 days ago,"Telesales, Telemarketing, Telecommunications",https://glints.com/vn/opportunities/jobs/telesales-tu-van-khoa-hoc-qua-dien-thoai/247bb1f8-c6ab-484f-9228-f7ef3421ec12
