,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
709,Business Development Manager,Leep.app,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,3 months ago,"Detailed Oriented, proposal and presentation skills, Sales Marketing",https://glints.com/vn/opportunities/jobs/business-development-manager/067065bc-e53c-4ba9-b241-07c58d138ea2
710,Senior Mobile Developer,Tada Edtech Platform,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,6 months ago,1 month ago,"ReactJS, Objective-C, Fluter",https://glints.com/vn/opportunities/jobs/senior-mobile-developer/8be0178b-00d3-4a52-a0e1-20965a261474
711,Senior IOS Developer,Modmo,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,6 months ago,4 months ago,"Web Developer, Android Java, Good Communication Skills",https://glints.com/vn/opportunities/jobs/senior-ios-developer/2921d624-00ca-45ef-b27d-21595e096a6a
712,Python Developer,ITS GLOBAL,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,1 month ago,"Flask Framework, Python Programming, Django Framework",https://glints.com/vn/opportunities/jobs/python-developer/b4cef9de-554c-4a01-9a48-d9751587c55d
713,Learning and Development Executive,Athena Studio,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,2 months ago,2 months ago,"Interpersonal Skills, Proactive, Organization Skills, Good Communication Skills, Time Management",https://glints.com/vn/opportunities/jobs/learning-and-development-executive/501f9098-7608-4fc7-8866-772851b02a7b
714,Nhân Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng Loop,Loop Smart POS,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Đam Mê Kinh Doanh, Chăm Chỉ, Giao Tiếp Tốt, Chủ Động Và Ham Học Hỏi",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-phan-mem-quan-ly-ban-hang-loop/cf9cea18-7d27-4e25-8e41-a61b2da20a48
715,MARKETING SPECIALIST,Công Ty Tnhh Al Naboodah Quốc Tế Việt Nam,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,16 days ago,16 days ago,"Automotive, Marketing Communications, Marketing, Riding motorcycle, Social Media Marketing, Digital Marketing, Sales and Marketing, Events Organisation, Marketing Strategy, Motorcycle Industry, Marketing Campaign, MOTORCYCLES DEALER, Motorcycle, Corporate Events, Public Relations, Content Marketing, Sales Marketing",https://glints.com/vn/opportunities/jobs/marketing-specialist/039fe86f-e1db-46ae-8209-996765711a4d
716,Sales Strategy and Operations Intern,Homebase Vietnam,"Quận 1, Ho Chi Minh City, Vietnam",,,Thực Tập,Business Development / Sales,1 month ago,1 month ago,"Interpersonal Skills, Detailed Oriented, Project Management, Logical Thinking",https://glints.com/vn/opportunities/jobs/sales-strategy-and-operations-intern/62fc26ca-2741-43a7-ad47-d2b2bc1f1181
717,Junior Tax Accountant,Intrepid Vietnam,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,1 month ago,1 month ago,"Resilient And Agile, English, Microsoft Excel, Tax Accounting, Microsoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/junior-tax-accountant/bfed8106-3b9e-4a75-b46c-96d3cf2d2c9b
718,Marketing Executive,Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Marketing,1 month ago,9 days ago,"Strong Verbal And Written Communication Skills In English, University Degree, Computer Literate",https://glints.com/vn/opportunities/jobs/marketing-executive/f5492bc6-1a06-4b28-b14e-ba957d2a4f0c
719,Chuyên Viên SEO,Finan,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,11 days ago,3 days ago,"SEO, Google Data Studio, Google Analytics",https://glints.com/vn/opportunities/jobs/chuyen-vien-seo/24c45cc3-7897-4a7b-9a33-de4e2ce22e21
720,Lập Trình Viên Blockchain,Beetsoft,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Blockchain, Hyperledger Fabric, Software Development",https://glints.com/vn/opportunities/jobs/lap-trinh-vien-blockchain/ef9af865-2604-48a0-b4b8-6030f223f967
721,Channel Development Manager (GT Channel),La Vie Limited Liability Company,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Management,2 months ago,2 months ago,"Market Research, Business Development, Strong Leadership Skills, Lobby & Negotiation skill, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/channel-development-manager-gt-channel/6553a719-3f50-45be-bcf2-03ea237faca4
722,Sales Staff,Fado.vn,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,2 months ago,"Sales and Marketing, Sales Management, Sales",https://glints.com/vn/opportunities/jobs/sales-staff/5ff9202f-c27c-4e10-bbaf-b5a1658ff434
723,Business Analyst (Crypto project),Fetch Technology,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,1 month ago,1 month ago,"Business Analyst, Problem-solving Skills, Good English skills",https://glints.com/vn/opportunities/jobs/business-analyst-crypto-project/22ce177f-8a34-4818-940e-757ebe145129
724,Technical Architect,Mcv Corporation,"Quận 7, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,5 months ago,5 months ago,"Technical Architect, Java Programming, Solution Architecture",https://glints.com/vn/opportunities/jobs/technical-architect/7ccf47cf-054e-451a-9315-0063c157fa28
725,Account Manager,Fado.vn,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,1 month ago,1 month ago,"eCommerce, Retail Operations, Digital Marketing",https://glints.com/vn/opportunities/jobs/account-manager/368fb070-9d0d-43fb-878b-0179bb4d0a49
726,Nhân Viên Chăm Sóc Khách Hàng,Hana Labs,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,4 days ago,"Giới Tính Nữ, Tốt Nghiệp Đại Học, Chăm Sóc Khách Hàng",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/84532132-fbe2-4932-9be0-f4ac2af41da7
727,Graphic Designer,Creatory,"Quận 4, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Design,13 days ago,13 days ago,"Adobe Creative Suite, Adobe Affter Effect, Motion Graphics, Image Processing, Social Media, Typography Design",https://glints.com/vn/opportunities/jobs/graphic-designer/fb6a9a85-b8ae-48b0-8872-d94e93578396
728,[HN] Cộng Tác Viên Tuyển Dụng Full-time,Công ty cổ phần đầu tư HBR Holdings,"Hà Nội, Vietnam",,,Việc làm fulltime,Human Resource,1 month ago,1 month ago,"Tin Học  Văn Phòng, Tốt Nghiệp Đại Học, Tiếng Anh Tốt",https://glints.com/vn/opportunities/jobs/hn-cong-tac-vien-tuyen-dung-full-time/c5014d0a-52fe-4ef2-a2b1-337f148cc6f3
729,[HN] Cộng Tác Viên Tuyển Dụng Part-time,Công ty cổ phần đầu tư HBR Holdings,"Hà Nội, Vietnam",,,Việc làm part time,Human Resource,1 month ago,1 month ago,"Tin Học  Văn Phòng, Tốt Nghiệp Đại Học, Tiếng Anh Tốt",https://glints.com/vn/opportunities/jobs/hn-cong-tac-vien-tuyen-dung-part-time/bf770e78-9baf-4547-b672-f476bc5a6ca7
730,Sales Manager B2B (OEM/Private Label),"Idocean Co.,ltd","Quận 10, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Business Development, Negotiation Skill, Project Management, Good Communication Skills, Business Strategy",https://glints.com/vn/opportunities/jobs/sales-manager-b2b-oem-private-label/9a4d5a93-d295-43e9-b65c-ab6a955d7a7f
731,SOCIAL SPECIALIST,Redcarpet Agency,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,18 days ago,18 days ago,"Instagram, TikTok, Social Media, LinkedIn, Facebook, YouTube, Social Marketing",https://glints.com/vn/opportunities/jobs/social-specialist/d3654673-0b8f-436c-b473-3d6d44407240
732,Campaign Management,Fado.vn,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,2 months ago,2 months ago,"eCommerce, Digital Marketing, Good Communication Skills",https://glints.com/vn/opportunities/jobs/campaign-management/03f2b39f-954f-4f61-826b-ef9bf442c6ae
733,CỘNG TÁC VIÊN KINH DOANH,Tnhh Mtv Nhơn Mỹ,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,4 months ago,"Kỹ năng giao tiếp, Tư Duy Sáng Tạo, Thành Thạo Tin Học, Nhanh Nhẹn",https://glints.com/vn/opportunities/jobs/cong-tac-vien-kinh-doanh/a51422da-ead4-46e5-aeaa-6725cf0a623d
734,Nhân Viên Kinh Doanh Kỹ Thuật - Đồng Nai,Weldcom,"Đồng Nai, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,3 months ago,"Đam Mê Kinh Doanh, Cẩn Thận, Trung Thực, Chủ Động Và Ham Học Hỏi, Tin học văn phòng, Chịu Được Áp Lực",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-ky-thuat-dong-nai/0cb7f2d2-cadf-470d-bb78-538c5997e87b
735,FRONTEND DEVELOPER ( JUNIOR - SENIOR ),MINERVA TECHNOLOGY SOLUTIONS,"Quận 5, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,6 months ago,6 days ago,"Frontend Developer, Web Developer, React",https://glints.com/vn/opportunities/jobs/frontend-developer-junior-senior/81706b67-3a9b-451a-999d-5bb190adfeae
736,QC Automation Tester (Junior/ Experienced),Ekino Vietnam,"Quận 11, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,8 months ago,12 days ago,"Selenium Webdriver, Programming Languages, Java Programming",https://glints.com/vn/opportunities/jobs/qc-automation-tester-junior-experienced/874025e6-81de-4df6-9b05-1a79004aeadd
737,Database Developer,DXC Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"strong team working skills, English Communication, Good Interpersonal Skills",https://glints.com/vn/opportunities/jobs/database-developer/c8669619-6f93-4ab6-acad-56b9e56a1b5c
738,iOS Developer,Monstarlab Vietnam,"Da Nang, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Problem Solving And Time Management, iOS Development, Good Communication Skills, Restful Api, Xcode - Swift",https://glints.com/vn/opportunities/jobs/ios-developer/142b52cb-64b0-4f9c-a636-40727e67dd00
739,TRƯỞNG PHÒNG KINH DOANH (Phòng Tư vấn viên),Công ty Cổ phần Công nghệ DNG,"Quận Tân Phú, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,2 months ago,"Telesales, Sales Management, Sales",https://glints.com/vn/opportunities/jobs/truong-phong-kinh-doanh-phong-tu-van-vien/5feec240-983b-4c3d-a75b-3b2f19b3f7ef
740,TRƯỞNG PHÒNG KINH DOANH (Phòng Tư vấn viên),Công ty Cổ phần Công nghệ DNG,"Quận Tân Phú, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Management, Sales Manager, Sales",https://glints.com/vn/opportunities/jobs/truong-phong-kinh-doanh-phong-tu-van-vien/118e2ad9-9ec2-4a5b-b82b-f5ea6c5d689d
741,Marketing Executive,Palazzo Club,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,4 days ago,"Digital Marketing, Attention To Detail, Multi-tasking, Good Communication Skills, Lobby & Negotiation skill, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/marketing-executive/c2689372-962c-46f3-b28e-3496aa54904f
742,Thực Tập Sinh Account,VMLY&R Vietnam,"Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,9 months ago,21 days ago,"Interpersonal Skills, Customer Service, Result Oriented, English, Analytical Skills, Advertising Agency, Microsoft Office, Multitasking",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-account/180d1e22-20c0-42b5-99a0-75024ef52a49
743,Demand Planning Manager,GOODFOOD,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"English, Analytical Skills, Project Management, Dynamics",https://glints.com/vn/opportunities/jobs/demand-planning-manager/c872ee78-1bc4-4dba-95b3-7c154652e2c7
744,Senior Frontend Developer,Finan,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"JavaScript, HTML5 / CSS3, Software Development",https://glints.com/vn/opportunities/jobs/senior-frontend-developer/31de2efb-c49d-4e54-a3f4-2c49442a1dbf
745,[Admicro] Chuyên viên OKRs,VCCorp,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Management, Good Communication Skills, Strategic Planning",https://glints.com/vn/opportunities/jobs/admicro-chuyen-vien-okrs/e70e2ec4-82dc-4d52-b1e7-ce0009755932
746,Analog Design Engineer,CÔNG TY TNHH QORVO VIỆT NAM,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Design,3 months ago,2 months ago,"Embedded Systems, Problem Solving And Time Management, Circuit Design, Electrical Engineering, Analog, Good Communication Skills",https://glints.com/vn/opportunities/jobs/analog-design-engineer/d89aa0b0-5863-4ffd-8de4-9867450cc1d4
747,Senior IOS Developer ,OKXE,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"iOS Development, Swift, Restful Api, Core Data",https://glints.com/vn/opportunities/jobs/senior-ios-developer/ba00bae7-beb2-4267-824e-13349473042c
748,Chuyên viên kinh doanh - Hệ thống Đất Xanh Miền Nam,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ CITY REAL,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,2 months ago,"Customer Service, Telesales, Insurance, Real Estate, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/chuyen-vien-kinh-doanh-he-thong-dat-xanh-mien-nam/af72f8bb-fbce-4c42-8b8c-979d7d53e244
749,Thực tập sinh Nhân sự,Trung Tâm Anh Ngữ Học Thuật Alt Ielts Gia Sư,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Human Resource,3 months ago,28 days ago,"Communication, Human Resources, Recruiting",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-nhan-su/ec3f967b-0988-4bb8-89f8-edf9e7eda556
750,Thực Tập Sinh Media Planner,Mindshare Vietnam,"Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,3 months ago,3 days ago,"Proactive And Fast Learner, Digital Marketing, Teamwork, Analytical Skills, Digital Media, Good Communication Skills",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-media-planner/a9802b31-c9ec-4412-8710-d42a8fdb9bea
751,TELESALES,Easy Group,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Telephone Skills, Telemarketing, Telecommunications",https://glints.com/vn/opportunities/jobs/telesales/6510a109-f654-4361-9ae5-e2cdf36eb244
752,Chuyên Viên Tư Vấn Du Lịch (Thu Nhập Hấp Dẫn),Công Ty Cổ Phần Tập Đoàn PCORP,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Thuyết Phục, Tư vấn bán hàng., Giọng Nói Dễ Nghe",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-du-lich-thu-nhap-hap-dan/0a801b98-dde2-4ce0-b777-e5715faa5b2b
753,Chuyên Viên Tư Vấn Du Lịch (Thu Nhập Hấp Dẫn),Công Ty Cổ Phần Tập Đoàn PCORP,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Thuyết Phục, Tư vấn bán hàng., Giọng Nói Dễ Nghe",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-du-lich-thu-nhap-hap-dan/ca97315d-9c3e-4535-88e5-d5528d417461
754,Trợ lý Giám đốc kinh doanh,Công ty Cổ Phần Admicro,"Quận 3, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,3 months ago,5 days ago,"Advertising Agency, Report Writing, Lập Và Phân Tích Báo Cáo, Assistant",https://glints.com/vn/opportunities/jobs/tro-ly-giam-doc-kinh-doanh/1fd07233-cef1-4190-9fc2-10cfbe832190
755,Media Account Planner,UNO Media,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Work Under Pressure, Digital Marketing, Problem Solving, Teamwork, Negotiation, Account Planner, Presentation, Communication, Media Planner",https://glints.com/vn/opportunities/jobs/media-account-planner/75bf50c8-02d6-47f8-af54-7e36d358c37c
756,Backend Web DEVELOPER ,Công Ty Tnhh Tư Vấn Giáo Dục Và Đào Tạo Quốc Tế Alt,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,".NET Core, Asp.net mvc c#, .net Framework",https://glints.com/vn/opportunities/jobs/backend-web-developer/1d309331-60dd-452e-82ea-1f8c597b928a
757,Backend Web DEVELOPER 2022,Công Ty Tnhh Tư Vấn Giáo Dục Và Đào Tạo Quốc Tế Alt,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,".NET, C#.NET, Asp.net C#",https://glints.com/vn/opportunities/jobs/backend-web-developer-2022/f17de710-6798-42e8-9ee5-78aaa4d79ac2
758,Senior Marketing Officer - Salary Net 46 Million VND,Global B2B Consultancy,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,25 days ago,"Marketing, English, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/senior-marketing-officer-salary-net-46-million-vnd/c0cc1578-f7be-4324-9b00-cdc5f4f92a24
759,Fresher Marketing Officer - Salary Net 28 Million VND,Global B2B Consultancy,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,5 days ago,"Customer Service, English, Fluent In English Both Oral And Written, Translation",https://glints.com/vn/opportunities/jobs/fresher-marketing-officer-salary-net-28-million-vnd/9ed6a710-b527-460b-b1ed-dd90bbc99732
760,Kế toán tổng hợp,Công Ty Cổ Phần Proship ,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,4 months ago,16 days ago,"Accounting, Tỉ Mỉ Và Cẩn Thận, Microsoft Office",https://glints.com/vn/opportunities/jobs/ke-toan-tong-hop/4d1ffd25-8083-4354-9906-bed73bd66c15
761,QA Engineer (Manual),Fetch Technology,"Da Nang, Vietnam",,,Việc làm fulltime,Software Engineering,3 months ago,26 days ago,"Fast Learner, Highly Organized, Communication Skills In English And Indonesian",https://glints.com/vn/opportunities/jobs/qa-engineer-manual/556bd3ce-37e9-48a9-882a-1b536845172b
762,QA Engineer (Manual) ,Fetch Technology,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,3 months ago,3 months ago,"Fast Learner, Highly Organized, Communication Skills In English And Indonesian",https://glints.com/vn/opportunities/jobs/qa-engineer-manual/b183a495-6d03-40ad-85e8-8f504c340180
763,Assistant Marketing Manager,Công ty Cổ phần Truyền Thông và Giải Trí HG Media,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Media & Communications,5 months ago,3 months ago,"English, Mircosoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/assistant-marketing-manager/f5f40d43-4c37-4633-95ed-00971fa187f6
764,MARKETING DESGNER,Fami Dining,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Design,6 months ago,4 months ago,"Graphic Design, Video Editing, Design Thinking",https://glints.com/vn/opportunities/jobs/marketing-desgner/0fced3a1-64c0-4b97-ac63-b7be3abd59d3
765,Product Manager,Fado.vn,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Product Management,6 months ago,10 days ago,"Product Management, Product Development, Production Planning",https://glints.com/vn/opportunities/jobs/product-manager/cec2189d-57bc-4610-a6b5-1cb51f6e1c47
766,Business Development Executive,Marathon Education,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,7 months ago,4 months ago,"Marketing Skills, Negotiation Skill, Public Speaking, Microsoft Office",https://glints.com/vn/opportunities/jobs/business-development-executive/f1168553-1d12-4274-8290-438b3d7e4fc3
767,Quản Lý Cơ Sở Nha Trang,Công ty CP Giáo dục và Đào tạo IMAP Việt Nam,"Khánh Hòa, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Education,13 days ago,13 days ago,"Tốt Nghiệp Đại Học, Thành Thạo Tin Học, Quản Trị Kinh Doanh",https://glints.com/vn/opportunities/jobs/quan-ly-co-so-nha-trang/6c1a2280-6b8c-4ae2-a3e3-49e4699004b5
768,Java Dev - up $3000,Inceptionlabs,"Quận 4, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,5 months ago,5 months ago,"JavaScript, MySQL, Java",https://glints.com/vn/opportunities/jobs/java-dev-up-3000/d677f910-b515-43cd-b749-fef6ba8c8950
769, Senior Insurance Product Specialist,Home Credit Viet Nam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Product Management,2 months ago,2 months ago,"Partnership Management, Product Management, Product Marketing, Analytical Skills, Product Development, Data Analysis",https://glints.com/vn/opportunities/jobs/senior-insurance-product-specialist/fd84c19a-4cef-4ad4-9670-f3b8f3cdac74
770,Principal Software Engineer - Web3 Backend,Fetch Technology,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Nodejs., Graphql, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/principal-software-engineer-web3-backend/0d16435a-95b2-4150-995e-343474ce93df
771,Principal Software Engineer - Web3 Backend,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,7 days ago,"Graphql, nodejs, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/principal-software-engineer-web3-backend/7137e0c1-04da-45cd-9ad4-a773f9363cc3
772,[HCM] Senior IT Security Developer | Up to $3500,Hybrid Technologies,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,4 months ago,"JavaScript, Web Applications, Python Programming",https://glints.com/vn/opportunities/jobs/hcm-senior-it-security-developer-up-to-3500/a7d8d890-41d0-4998-9314-63d2ebc1035e
773,Finance Manager,Glints Vietnam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Finance,16 days ago,yesterday,,https://glints.com/vn/opportunities/jobs/finance-manager/f6254545-fec6-4292-9db3-11b564a7cc2c
774,Nhân Viên Chăm Sóc Khách Hàng,THE FANSI,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Khả Năng Giao Tiếp Tốt, Giới Tính Nữ, Giọng Nói Dễ Nghe",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/106d7dbf-fa35-4699-bed8-d7940b2c64be
775,Backend Web DEVELOPER 2022,Công Ty Tnhh Tư Vấn Giáo Dục Và Đào Tạo Quốc Tế Alt,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,1 month ago,".NET Core, C# .net, C#, .net Framework",https://glints.com/vn/opportunities/jobs/backend-web-developer-2022/f185119e-f952-4a22-9ded-227632efc02f
776,Nhân Viên Sales Kỹ Thuật,National Fortune ,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Giao Tiếp Tốt, Tinh Thần Trách Nhiệm, Kỹ Thuật Cơ Khí",https://glints.com/vn/opportunities/jobs/nhan-vien-sales-ky-thuat/14844525-1259-4ba0-824d-2f7103b47c7c
777,PURCHASING OFFICER,Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,1 month ago,7 days ago,"Fluent In English Both Written & Spoken, University Graduated, Microsoft Office",https://glints.com/vn/opportunities/jobs/purchasing-officer/ac98c120-9790-427d-ac5d-f777e066b7fd
778,PURCHASING OFFICER,Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,1 month ago,1 month ago,"University Graduated, Excel, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/purchasing-officer/c432ccd9-4fe8-4077-89dd-e08dfb6e7c61
779,[FTI/CT] Nhân Viên Kinh Doanh Dự Án (B2B),FPT Telecom International,"Cần Thơ, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Sales, B2b Sales, Good Communication Skills",https://glints.com/vn/opportunities/jobs/fti-ct-nhan-vien-kinh-doanh-du-an-b2b/d1aeeddd-2bcd-4fe8-a87c-987534ef16d3
780,Nhân viên Kinh doanh (Part-time),ADAM Muzic,"Ho Chi Minh City, Vietnam",,,Việc làm part time,Business Development / Sales,1 month ago,1 month ago,"Tiếp Thu Nhanh, Giao Tiếp Tốt, Tin học văn phòng, xử lý tình huống., Chăm Sóc Khách Hàng, Ngoại Hình Ưa Nhìn",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-part-time/0041863f-3871-4408-b263-375c51bfe529
781,Purchasing Specialist,Cj Cgv Việt Nam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,26 days ago,"Computer Science, Good Communication Skills, Lobby & Negotiation skill, Strategic Planning, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/purchasing-specialist/52f717e8-0840-4bee-b64e-d89f56408e0d
782,Human Resource Business Partner (Commercial),ANHEUSER-BUSCH INBEV SOUTHEAST ASIA,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,4 months ago,26 days ago,"Problem Solving And Time Management, Project Management, Ms Office, Business Planning, Presentation Skills",https://glints.com/vn/opportunities/jobs/human-resource-business-partner-commercial/0f36db7b-a138-4b30-b9b1-29afbbf37d83
